,state,year,residential_price,perc_residential_rev,perc_commercial_rev,perc_industrial_rev
524,UT,2017,10.8675,0.39043159,0.388641218,0.218674804
525,UT,2018,10.3725,0.389633151,0.390695218,0.217495892
526,UT,2019,10.4975,0.391700045,0.386183213,0.219916591
527,UT,2020,10.09,0.416479572,0.357336697,0.223904926
528,VA,2009,10.65083333,0.486639034,0.391448529,0.12021938
529,VA,2010,10.48,0.504781095,0.375798576,0.117919483
530,VA,2011,10.67666667,0.495414219,0.38653034,0.116439883
531,VA,2012,11.0975,0.489258825,0.388815182,0.120272008
532,VA,2013,10.88583333,0.495156163,0.387621108,0.115600529
533,VA,2014,11.18833333,0.497887842,0.380700469,0.119779831
534,VA,2015,11.40333333,0.495783005,0.383817993,0.118851343
535,VA,2016,11.40166667,0.497873677,0.385653644,0.115065721
536,VA,2017,11.58,0.493197821,0.394943313,0.110437116
537,VA,2018,11.77083333,0.499041466,0.389846363,0.10963054
538,VA,2019,12.05583333,0.499569786,0.397601072,0.101404004
539,VA,2020,11.69,0.539657925,0.35479073,0.103492218
540,VT,2009,14.93,0.449547275,0.36840526,0.182051815
541,VT,2010,15.61166667,0.446284802,0.36723924,0.186477343
542,VT,2011,16.29916667,0.450140975,0.367734225,0.182123475
543,VT,2012,17.005,0.45324922,0.365235421,0.181516622
544,VT,2013,17.18666667,0.444936864,0.36281613,0.192247043
545,VT,2014,17.52416667,0.455391021,0.36562172,0.17898732
546,VT,2015,17.14,0.447381328,0.368513459,0.184105226
547,VT,2016,17.405,0.446643026,0.367825674,0.185531264
548,VT,2017,17.71083333,0.450530601,0.365564596,0.183904805
549,VT,2018,18.055,0.454000504,0.365778395,0.180221128
550,VT,2019,17.7125,0.441579444,0.378369492,0.180051063
551,VT,2020,19.27,0.490946757,0.3395187,0.169534544
552,WA,2009,7.6975,0.46847324,0.355961893,0.175537954
553,WA,2010,8.075833333,0.462423359,0.355485963,0.182004257
554,WA,2011,8.308333333,0.46878389,0.349223012,0.181896206
555,WA,2012,8.559166667,0.467816805,0.352343439,0.179751883
556,WA,2013,8.73,0.469747535,0.352845781,0.177333871
557,WA,2014,8.704166667,0.457747377,0.35529541,0.186895941
558,WA,2015,9.1275,0.461346215,0.362353644,0.176234951
559,WA,2016,9.525,0.470532437,0.360453187,0.16893472
560,WA,2017,9.710833333,0.488091048,0.352646366,0.159171391
561,WA,2018,9.778333333,0.474203177,0.358375626,0.167327743
562,WA,2019,9.66,0.477790891,0.356484728,0.164389876
563,WA,2020,9.43,0.541576287,0.325455813,0.131562044
564,WI,2009,11.95416667,0.410405646,0.346230975,0.243364041
565,WI,2010,12.67,0.417622997,0.34244818,0.239928665
566,WI,2011,13.04666667,0.410528638,0.343652884,0.245818326
567,WI,2012,13.21,0.408771126,0.345690016,0.245539147
568,WI,2013,13.5725,0.411400381,0.350154724,0.238444893
569,WI,2014,13.7175,0.407085157,0.348619194,0.244295652
570,WI,2015,14.15083333,0.405538749,0.347712141,0.246745314
571,WI,2016,14.10333333,0.410885511,0.346203991,0.242906715
572,WI,2017,14.38166667,0.409254355,0.346263909,0.24447794
573,WI,2018,14.05,0.418396933,0.342786708,0.238812505
574,WI,2019,14.67916667,0.421347922,0.338961242,0.239668364
575,WI,2020,14.31,0.464663964,0.32044638,0.214863753
576,WV,2009,7.948333333,0.4498605,0.261439845,0.288546229
577,WV,2010,8.868333333,0.451992098,0.258224747,0.289630616
578,WV,2011,9.468333333,0.443547636,0.258672393,0.297633256
579,WV,2012,9.890833333,0.436441555,0.262264503,0.301149176
580,WV,2013,9.564166667,0.439969872,0.257848348,0.302042965
581,WV,2014,9.4025,0.440260731,0.25407414,0.305665129
582,WV,2015,10.23166667,0.435357114,0.258156272,0.306486618
583,WV,2016,11.54583333,0.446746648,0.255890197,0.297363156
584,WV,2017,11.68,0.426478188,0.254781064,0.318740752
585,WV,2018,11.2275,0.441827612,0.246349129,0.311823262
586,WV,2019,11.30083333,0.442298679,0.245764321,0.311937006
587,WV,2020,10.84,0.485146443,0.226297765,0.288555792
588,WY,2009,8.683333333,0.230907636,0.310321499,0.458768951
589,WY,2010,8.8775,0.224540754,0.30239849,0.473057045
590,WY,2011,9.2,0.221807053,0.293467773,0.484727783
591,WY,2012,9.9175,0.218222102,0.28702312,0.494754064
592,WY,2013,10.23833333,0.222097374,0.270641915,0.507260726
593,WY,2014,10.59833333,0.216308073,0.267378014,0.516313945
594,WY,2015,11.05083333,0.216772018,0.265576079,0.517651924
595,WY,2016,11.225,0.224893637,0.261154629,0.513951734
596,WY,2017,11.47416667,0.225905944,0.263060275,0.511033788
597,WY,2018,11.3775,0.226092087,0.26383282,0.510075086
598,WY,2019,11.32166667,0.235120904,0.260956937,0.50392219
599,WY,2020,10.49,0.273840918,0.250572217,0.475586951
